year,km_driven,fuel,seller_type,transmission,owner,seats,mileage,engine_size,brake_horsepower,SalePrice
2017,113000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99,4300
2011,188000,Diesel,Individual,Manual,Second Owner,5,17.8,1248,75,3050
2011,100000,Diesel,Individual,Manual,First Owner,5,20,1399,68,2200
2010,225000,Diesel,Individual,Manual,Third Owner,9,14,1948,90,1500
2017,67000,Diesel,Individual,Manual,Second Owner,7,18.49,1493,100,6600
2011,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,25.44,936,57.6,1400
2015,50000,Petrol,Individual,Manual,First Owner,5,14.28,1798,138.03,11000
2013,60000,Diesel,Individual,Automatic,First Owner,5,16.36,2179,187.7,24500
2017,34000,Diesel,Individual,Automatic,First Owner,5,22,1498,108.495,6250
2004,110000,Petrol,Individual,Manual,Third Owner,5,12.8,1493,100,1980
2005,140000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,1300
2012,100000,Petrol,Individual,Manual,Second Owner,5,16.8,1497,116.3,5400
2017,10000,Petrol,Individual,Automatic,First Owner,5,18.9,1197,81.86,5500
2018,30000,Petrol,Individual,Manual,First Owner,5,21.63,998,67.04,4750
2016,90000,Diesel,Individual,Automatic,First Owner,7,15.04,2755,174.5,31000
2010,120000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,2170
2019,6500,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,7500
2010,80000,Petrol,Individual,Manual,First Owner,8,11.96,1298,80,3500
2008,100000,Diesel,Individual,Manual,Third Owner,7,12.05,2179,120,4000
2015,120000,Diesel,Individual,Manual,Second Owner,5,23.59,1364,67.05,5700
2012,120000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,1800
1998,110000,Petrol,Individual,Manual,Third Owner,5,13.1,1598,77,680
2006,150000,Diesel,Individual,Manual,Third Owner,5,18.7,1896,66,2800
2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,5,16.1,1405,70,900
2015,100000,Diesel,Individual,Automatic,Second Owner,5,15.26,2143,203.2,26000
2018,63000,Diesel,Individual,Manual,First Owner,7,15.3,2956,83.83,7000
2016,40000,Diesel,Individual,Automatic,Second Owner,5,17.9,2143,136,18500
2015,109000,Diesel,Dealer,Manual,First Owner,5,22.7,1498,89.84,6850
2015,114000,Diesel,Dealer,Manual,First Owner,5,25.2,1248,73.94,5650
2017,33000,Petrol,Dealer,Automatic,Second Owner,5,14.7,1798,177.5,16000
2014,160000,Diesel,Dealer,Manual,Third Owner,5,24,1120,70,3950
2013,101000,Diesel,Dealer,Manual,First Owner,5,21.9,1396,88.76,4250
2019,5400,Diesel,Dealer,Manual,Test Drive Car,5,22.27,1498,108.6,13500
2016,45000,Diesel,Dealer,Automatic,Second Owner,5,16.38,1995,183,19500
2018,31000,Petrol,Dealer,Automatic,First Owner,5,24.04,999,67,5350
2018,31000,Petrol,Dealer,Manual,First Owner,5,23.01,999,67,5000
2016,55000,Petrol,Dealer,Manual,First Owner,5,20.52,1197,81.8,4349.99
2018,55000,Petrol,Dealer,Automatic,First Owner,4,21.9,624,37.48,2500
2014,117000,Diesel,Dealer,Manual,First Owner,5,22.32,1582,126.32,7000
2010,102000,Diesel,Dealer,Automatic,First Owner,5,19.62,1995,187.74,11000
2012,108000,Diesel,Dealer,Automatic,First Owner,5,17.42,1968,175,9000
2015,75000,Petrol,Dealer,Manual,First Owner,5,20.52,1197,81.8,4250
2011,74000,Diesel,Dealer,Automatic,First Owner,5,10,2148,170,16000
2013,158000,Diesel,Dealer,Manual,First Owner,5,24.4,1499,98.96,3250
2019,10000,Diesel,Individual,Automatic,First Owner,7,13.8,2999,174.57,27000
2018,40000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,9500
2019,10000,Diesel,Individual,Automatic,First Owner,5,21.5,1497,108.5,11400
2017,53000,Diesel,Individual,Manual,First Owner,7,17.6,2179,147.94,9800
2017,20000,Diesel,Individual,Manual,Second Owner,5,16.3,1956,170,19200
2020,5000,Petrol,Individual,Manual,First Owner,5,18.24,999,108.6,8080
2014,30000,Petrol,Individual,Manual,First Owner,5,19.1,1197,85.8,5500
2010,64000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,2150
2016,10500,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,5120
2011,50000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,2150
2012,60000,Diesel,Individual,Manual,First Owner,5,20.5,1598,103.5,5000
2015,35000,Diesel,Individual,Manual,First Owner,5,21.14,1498,103.52,7000
2012,135000,Diesel,Individual,Manual,First Owner,7,13.93,2179,138.03,5250
2011,70000,Diesel,Individual,Manual,Second Owner,9,12.05,2179,120,5500
2016,80000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7500
2017,25000,Petrol,Individual,Manual,First Owner,5,21.63,998,67,3950
2017,5000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6750
2008,80000,Petrol,Individual,Manual,Third Owner,5,17.92,1086,62.1,1400
2011,120000,Diesel,Individual,Manual,Second Owner,8,12.05,2179,120,4300
2017,9000,Diesel,Dealer,Automatic,First Owner,5,13.6,1999,177,27110
2019,20000,Petrol,Dealer,Automatic,First Owner,5,22.37,2487,214.56,51500
2017,45000,Diesel,Dealer,Automatic,First Owner,5,19.33,1999,177,32000
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2019,20000,Diesel,Individual,Automatic,First Owner,5,18,1969,190,38000
2016,68089,Petrol,Dealer,Automatic,First Owner,5,19.16,2494,157.7,20000
2013,58343,Petrol,Dealer,Manual,First Owner,5,21.79,998,67.05,2250
2018,38817,Diesel,Dealer,Manual,First Owner,5,27.39,1248,74,7400
2016,56494,Petrol,Dealer,Manual,First Owner,5,18.2,1199,88.7,5500
2013,79328,Diesel,Dealer,Manual,Second Owner,7,12.99,2494,100.6,7500
2019,5621,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6500
2017,25538,Petrol,Dealer,Manual,First Owner,5,16.78,1496,88.73,6250
2018,69779,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6000
2017,56290,Diesel,Dealer,Manual,First Owner,5,24,1186,73.97,4500
2019,7500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,54000
2019,8500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,55000
2019,7032,Petrol,Dealer,Automatic,First Owner,5,19,1199,88.76,7790
2016,11000,Petrol,Dealer,Automatic,First Owner,5,14.3,1598,103.5,6450
2018,2000,Diesel,Dealer,Automatic,First Owner,5,16.8,1984,150,24750
2014,10000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,3000
2013,68000,Diesel,Individual,Manual,First Owner,5,22.1,1248,76.9,3550
2015,35000,Petrol,Individual,Manual,Second Owner,5,22.74,796,47.3,1800
2013,70000,Diesel,Individual,Manual,First Owner,5,25,1396,69,2800
2011,70000,Diesel,Individual,Manual,First Owner,5,19,1248,90,2500
2007,50000,Petrol,Individual,Manual,First Owner,5,15.3,1193,65.3,1250
2018,29700,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,8100
2018,20000,Petrol,Individual,Automatic,First Owner,5,18.6,1368,98.63,6710
2018,20000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,2950
2017,40000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,8500
2013,90000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,4099.99
2015,90000,Petrol,Individual,Manual,First Owner,7,16.02,1373,93.7,6000
2015,80000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,6000
2012,60000,Petrol,Individual,Manual,Third Owner,5,18.9,998,67.1,2200
2013,56000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,5500
2014,50000,Diesel,Individual,Manual,First Owner,8,14,2523,75,6500
2014,50000,Diesel,Individual,Manual,Second Owner,9,14,2523,75,6550
2006,74000,Diesel,Individual,Manual,First Owner,7,13.7,1948,68,1300
2014,123000,Diesel,Individual,Manual,First Owner,5,19.01,1461,108.45,4000
2009,54000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,1550
2013,50000,Petrol,Individual,Manual,First Owner,5,15.64,1193,64.1,2500
2014,80000,Petrol,Individual,Manual,Second Owner,5,18.9,1197,82,4000
2019,10000,Petrol,Individual,Manual,First Owner,5,19.02,1198,67.05,5000
2018,10000,Petrol,Individual,Automatic,First Owner,5,20.3,1086,68,5650
2018,40000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,9000
2017,120000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70,6500
2013,45000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,6000
2018,35000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,8000
2015,60000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,5750
2016,40000,Petrol,Individual,Automatic,First Owner,5,17.01,1499,110.4,5500
2011,80000,Petrol,Individual,Manual,Third Owner,5,15.5,1586,103.3,1900
2017,37000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,7500
2018,22000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,6250
2018,60000,Diesel,Individual,Manual,Second Owner,5,22.54,1396,88.73,7990
2013,57000,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,3000
2017,27000,Petrol,Individual,Manual,First Owner,5,20.73,1373,91.1,8500
2012,70000,Petrol,Individual,Manual,First Owner,5,18,995,62,1300
2011,40000,Petrol,Individual,Manual,Second Owner,5,20.92,998,67.1,2299.99
2015,60000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,4000
2018,35000,Diesel,Individual,Manual,First Owner,6,16.55,2498,105,9000
2015,70000,Diesel,Individual,Manual,First Owner,7,15.4,1997,120,8000
2015,43000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,2509.99
2011,110000,Petrol,Individual,Manual,Second Owner,5,15,1368,90,2500
2009,100000,Petrol,Individual,Manual,Second Owner,5,15.7,1172,67,1000
2016,64000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,4500
2017,96000,Diesel,Individual,Manual,First Owner,5,19.87,1461,83.8,5750
2013,96000,Diesel,Individual,Manual,First Owner,5,20.46,1461,83.8,4000
2019,7600,Petrol,Individual,Manual,First Owner,5,21.63,998,67,4800
2019,7000,Petrol,Individual,Manual,First Owner,5,21.63,998,67,4900
2007,120000,Diesel,Individual,Manual,Second Owner,5,17,1405,70,1500
2017,50000,Diesel,Individual,Manual,First Owner,5,22.95,1248,74,6000
2015,50000,Diesel,Individual,Manual,Second Owner,5,24.4,1120,71,5000
2015,80000,Diesel,Individual,Manual,First Owner,5,23,1248,88.7,4250
2003,200000,Diesel,Individual,Manual,Second Owner,5,13.1,1493,82,1080
2015,190000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.6,10300
2015,34000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,3600
2012,80000,Petrol,Individual,Manual,Second Owner,5,16.47,1198,73.9,2900
2011,72000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,4000
2003,20000,Diesel,Individual,Manual,First Owner,5,15.9,1527,57,700
2012,70000,Diesel,Individual,Manual,Second Owner,7,15.3,2956,83.8,3200
2019,30000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,9750
2019,5000,Petrol,Individual,Automatic,First Owner,5,18,1497,117.6,12270
2014,29340,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.32,7550
2011,120000,Diesel,Individual,Manual,First Owner,5,20,1399,68,2150
2011,200000,Diesel,Individual,Manual,Second Owner,7,12.8,2494,102,7350
2007,70000,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,1900
2014,80800,Diesel,Individual,Manual,Second Owner,8,12.99,2494,100.6,13650
2018,24265,Petrol,Dealer,Manual,First Owner,5,18.7,1199,88.7,6750
2014,81000,Diesel,Dealer,Manual,First Owner,5,23.4,1248,74,4389.99
2015,240000,Diesel,Individual,Manual,First Owner,7,19.98,1461,108.5,5500
2013,35000,Petrol,Individual,Manual,First Owner,5,19.1,1197,85.8,4099.99
2019,15000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,3500
2012,49000,Diesel,Individual,Manual,Third Owner,5,25.44,936,57.6,1350
2016,56900,Diesel,Individual,Manual,Second Owner,8,13.68,2393,147.8,14900
2014,70000,Diesel,Individual,Manual,Second Owner,5,25.2,1248,74,5200
2010,180000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,3150
2010,50000,Petrol,Individual,Manual,First Owner,5,19,998,66.1,2350
2005,50000,Petrol,Individual,Manual,Third Owner,5,13.2,1495,94,805
2013,88200,Diesel,Individual,Manual,First Owner,5,23.2,1248,73.94,3750
2006,93000,Petrol,Individual,Manual,Second Owner,5,16.1,1197,85,1890
2017,120000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,5500
2011,110000,Diesel,Individual,Manual,Second Owner,5,17.8,1399,68,2600
2016,50000,Diesel,Individual,Automatic,Second Owner,5,26.59,1248,74,6500
2013,80000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,4800
2016,40000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,7000
2015,110000,Diesel,Individual,Manual,Third Owner,7,20.77,1248,88.76,6500
2015,48000,Diesel,Individual,Manual,Second Owner,5,19.67,1582,126.2,13000
2016,97000,Diesel,Individual,Automatic,First Owner,5,16.96,1968,138.03,13500
2016,60000,Diesel,Individual,Automatic,First Owner,5,22.15,1498,108.6,10000
2018,12800,Petrol,Individual,Automatic,First Owner,5,17.8,1496,105.5,10800
2012,40000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,1700
2017,49000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74,6100
2014,25000,Petrol,Individual,Manual,First Owner,5,18.5,1197,85.8,3500
2016,65000,Petrol,Individual,Manual,Second Owner,5,22.74,796,47.3,2600
2015,20000,Diesel,Individual,Manual,First Owner,5,20.4,1248,91.7,7000
2018,17000,Petrol,Individual,Manual,First Owner,5,18.78,999,75,6780
2015,15000,Diesel,Individual,Manual,First Owner,5,23.65,1248,88.5,8000
2014,120000,Diesel,Individual,Manual,Second Owner,5,23.59,1364,67.04,4000
2010,49000,Petrol,Individual,Manual,First Owner,5,18.5,1197,80,3000
2016,29000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,5200
2017,55000,Diesel,Individual,Automatic,First Owner,5,19.61,1461,108.5,8500
2015,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3000
2010,120000,Petrol,Individual,Manual,Second Owner,5,17,1497,118,3500
2019,10000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,8920
2012,70000,Diesel,Individual,Manual,Second Owner,5,20.3,1248,92,2850
2016,90000,Diesel,Individual,Manual,First Owner,5,28.09,1248,88.5,6200
2017,90000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7500
2016,35000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2700
2014,90000,Diesel,Individual,Manual,First Owner,7,20.77,1248,88.8,5600
2012,40000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,3000
2012,40000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,3000
2018,20000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5700
2011,80000,Diesel,Individual,Manual,First Owner,5,23.03,1396,69,2200
2012,99000,Petrol,Individual,Manual,Second Owner,5,15.5,1586,103.3,2600
2019,7500,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,6000
2015,60000,Petrol,Individual,Manual,First Owner,4,23.9,624,37.48,800
2016,40800,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,3000
2015,70000,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,3000
2016,100000,Petrol,Individual,Manual,First Owner,5,18.15,1198,82,4000
2016,8588,Petrol,Individual,Manual,First Owner,5,22,1197,81.8,5500
2019,40000,Diesel,Individual,Manual,First Owner,5,25.6,1498,97.9,12000
2015,60000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99,5000
2005,80000,Petrol,Individual,Manual,Third Owner,5,15.9,1298,85,930
2014,110000,Diesel,Individual,Manual,First Owner,5,26,1498,98.6,5000
2018,150000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.05,6700
2012,120000,Diesel,Individual,Manual,Second Owner,7,12.8,2494,102,7500
2017,30000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3700
2012,70000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,1000
2016,50000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,4250
2006,305000,Diesel,Individual,Manual,Fourth & Above Owner,8,12.8,2494,102,3700
2009,212000,Diesel,Individual,Manual,Third Owner,7,11.57,2179,138.1,2299.99
2016,35000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,8500
2018,22000,Diesel,Individual,Manual,First Owner,5,21.03,1461,65,7500
2010,50000,Diesel,Individual,Manual,First Owner,14,10.71,1948,90,2350
2017,70000,Diesel,Individual,Manual,First Owner,5,25.5,1498,98.6,7000
2016,56000,Diesel,Individual,Manual,First Owner,5,24,1120,70,4800
2016,50000,Diesel,Individual,Manual,First Owner,5,22.95,1248,74,4750
2015,120000,Diesel,Individual,Manual,First Owner,5,21.14,1498,103.52,6100
2011,120000,Diesel,Individual,Manual,Second Owner,8,12.8,2494,102,6500
2017,70000,Diesel,Individual,Manual,First Owner,5,25.5,1498,98.6,8000
2015,120000,Diesel,Individual,Manual,First Owner,7,11.57,2179,138.1,5200
2014,90000,Diesel,Individual,Manual,First Owner,5,25,1396,69,1600
2018,70000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,10000
2015,120000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.76,7000
2017,70000,Diesel,Individual,Manual,Second Owner,5,25.8,1498,98.6,5900
2002,80000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,1400
2017,100000,Diesel,Individual,Manual,Second Owner,7,18.49,1493,100,7250
2017,157000,Diesel,Individual,Manual,First Owner,7,13.68,2393,147.8,16800
2015,50000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,5500
2012,90000,Diesel,Individual,Manual,Second Owner,5,23.2,1248,73.94,2400
2013,65000,Diesel,Individual,Manual,First Owner,7,14.6,2231,184,6670
2017,50000,Diesel,Individual,Manual,First Owner,5,27.3,1498,98.6,6700
2015,110000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,5500
2015,30000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,4000
2014,80000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,5450
2015,70000,Petrol,Individual,Manual,First Owner,7,16.02,1373,93.7,5990
2016,100000,Diesel,Individual,Manual,First Owner,5,21.38,1396,88.7,7250
2015,120000,Petrol,Individual,Manual,Second Owner,5,17.4,1497,117.3,5250
2011,85000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,73.9,2049.99
2012,110000,Diesel,Individual,Manual,First Owner,5,21,1199,75,1900
2015,60000,Diesel,Individual,Manual,Fourth & Above Owner,5,24,1120,70,3100
2016,90000,Diesel,Individual,Manual,Second Owner,5,24,1120,70,3800
2012,110000,Petrol,Individual,Manual,Third Owner,5,20.92,998,67.1,2040
2018,25000,Petrol,Individual,Manual,First Owner,5,20.3,998,68.05,3500
2013,100000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,3500
2012,120000,Diesel,Individual,Manual,Second Owner,5,20,1399,68,1750
2011,90000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,3400
2017,35000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.6,9500
2017,35000,Petrol,Individual,Manual,First Owner,5,17.8,1497,117.3,8949.99
2014,101200,Diesel,Individual,Manual,Second Owner,7,15.3,2956,83.83,3500
2005,90000,Petrol,Individual,Manual,Second Owner,5,12.8,1396,85,1000
2016,76000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,5500
2004,60000,Diesel,Individual,Manual,Third Owner,5,16.1,1405,70,1000
2016,90000,Diesel,Individual,Manual,First Owner,7,16,2179,140,8000
2013,80000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,5250
2008,179150,Diesel,Individual,Manual,Second Owner,7,11.57,2179,138.1,5000
2003,62000,Petrol,Individual,Manual,First Owner,4,16.1,796,37,420
2009,160000,Petrol,Individual,Manual,Third Owner,5,17.5,1197,85.8,1900
2019,35000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,6940
2016,120000,Diesel,Individual,Automatic,First Owner,7,16,2179,140,8619.99
2017,50000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,6500
2011,70000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,3100
2013,97000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,3600
2011,90000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,2400
2012,84487,Diesel,Individual,Manual,Fourth & Above Owner,7,15.1,2179,140,5000
2010,100000,Diesel,Individual,Manual,Second Owner,7,12.8,2494,102,4750
2007,60000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,1000
2009,110000,Petrol,Individual,Manual,Third Owner,5,15,1586,104.68,2000
2006,264000,Diesel,Individual,Manual,First Owner,8,12.8,2494,102,4300
2010,146000,Diesel,Individual,Manual,Fourth & Above Owner,7,14,2498,112,2450
2014,70000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,4500
2017,51146,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,8000
2011,40000,Petrol,Individual,Manual,First Owner,5,21.1,1197,85.8,2150
2017,50000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7600
2015,80000,Diesel,Individual,Manual,First Owner,5,20.14,1498,88.8,4160
2011,120000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,1950
2017,23000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,3250
2010,70000,Petrol,Individual,Manual,Second Owner,5,20.92,998,67.1,1450
2018,23000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74,6750
2016,30000,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,3400
2011,50000,Diesel,Individual,Manual,First Owner,5,19,1248,90,3400
2014,40000,Petrol,Individual,Manual,First Owner,5,16.8,796,34.2,2600
2015,50000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,3000
2007,60000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,750
2011,80000,Diesel,Individual,Manual,First Owner,5,19.4,1405,70,3500
2019,15000,Petrol,Individual,Manual,First Owner,6,19.01,1462,103.2,10000
2010,150000,Diesel,Individual,Manual,Third Owner,5,21.12,1248,88.8,1700
2018,40000,Petrol,Individual,Manual,First Owner,5,19,1197,85.8,6000
